work_year,salary,remote_ratio,experience_level,employment_type,job_title,employee_residence,company_location,company_size,prediction
2023,104000,100,SE,FT,Data Scientist,US,US,M,104000.0
2022,108000,100,MI,FT,Analytics Engineer,US,US,M,108006.0
2023,150000,0,SE,FT,Machine Learning Engineer,US,US,M,150000.0
2023,170000,100,SE,FT,Analytics Engineer,US,US,M,170000.0
2022,175000,100,EX,FT,Analytics Engineer,US,US,M,175000.0
2023,162000,0,SE,FT,Data Scientist,US,US,M,161976.42
2022,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2023,171250,0,SE,FT,Data Scientist,IE,IE,M,171232.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,75360,0,MI,FT,Data Engineer,LT,LT,M,77926.29
2023,1400000,100,MI,FT,Data Scientist,IN,IN,L,17174.43
2023,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2022,205000,100,SE,FT,Applied Scientist,US,US,M,205000.0
2023,110000,0,SE,FT,Data Analyst,US,US,M,110000.0
2022,80000,0,SE,FT,Lead Machine Learning Engineer,DE,DE,M,84988.33
2022,104300,0,SE,FT,Data Scientist,US,US,L,104305.0
2023,130001,100,EN,FT,Data Scientist,US,US,M,130000.63
2023,112000,0,SE,FT,Data Manager,US,US,M,111994.5
2023,100000,0,SE,FT,Research Engineer,US,US,M,100000.0
2023,100000,0,SE,FT,Data Manager,US,US,M,100000.0
2023,130760,0,EN,FT,Applied Scientist,US,US,L,130875.4
2023,143200,0,SE,FT,Analytics Engineer,US,US,M,143156.6
2022,46000,100,EN,FT,Data Analyst,US,US,L,46832.97
2023,240000,100,SE,FT,Machine Learning Engineer,US,US,M,240002.44
2023,110000,0,SE,FT,Data Analyst,US,US,M,110000.0
2023,165000,100,SE,FT,Data Analyst,US,US,M,165000.0
2022,48000,100,SE,FT,Analytics Engineer,AR,US,S,48405.97
2022,35000,0,SE,FT,Data Engineer,ES,ES,M,36815.04
2023,130000,0,MI,FT,Data Analyst,US,US,M,130000.0
2023,106900,0,SE,FT,Machine Learning Engineer,US,US,M,106860.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2021,160000,100,MI,FT,Data Scientist,SG,IL,M,133404.63
2022,136100,0,SE,FT,Data Scientist,US,US,M,136061.0
2022,209100,100,SE,FT,Data Engineer,US,US,L,209085.74
2022,75000,100,MI,FT,Data Analyst,US,US,M,75000.0
2020,41000,50,MI,FT,Data Analyst,FR,FR,L,47738.04
2023,50000,50,EN,FT,Data Analyst,KW,US,L,50056.16
2022,134000,100,MI,FT,MLOps Engineer,US,US,M,134000.0
2023,143200,100,SE,FT,Analytics Engineer,GB,GB,M,148972.2
2020,70000,100,EN,FT,Big Data Engineer,US,US,L,70265.77
2022,121000,100,MI,FT,Machine Learning Engineer,AU,AU,L,85474.18
2022,75000,0,MI,FT,Data Engineer,GB,GB,M,92350.0
2020,100000,100,SE,FT,Big Data Engineer,PL,GB,S,109966.07
2023,201000,0,SE,FT,Data Scientist,US,US,M,201001.44
2022,150260,100,SE,FT,Data Analytics Manager,US,US,M,150212.35
2023,126000,0,SE,FT,Data Engineer,US,US,M,126000.0
2022,130000,0,MI,FT,Machine Learning Engineer,US,US,M,130000.0
2022,160000,0,SE,FT,Data Scientist,US,US,L,160000.0
2021,45000,50,SE,FT,Finance Data Analyst,GB,GB,L,59685.24
2023,36000,0,SE,FT,Data Scientist,ES,ES,M,38631.0
2022,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2022,100000,100,SE,FT,Business Data Analyst,US,US,L,100000.0
2022,105000,100,EN,FT,Data Specialist,CL,US,L,105054.46
2022,193750,100,SE,FT,Data Engineer,US,US,M,193795.0
2021,65720,50,SE,FT,Data Scientist,FR,FR,M,75034.48
2023,106500,0,SE,FT,Data Engineer,US,US,M,106484.2
2022,55000,0,MI,FT,Data Scientist,GB,GB,M,67811.33
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2021,120500,50,SE,FT,Research Scientist,CA,CA,L,103516.03
2023,133300,0,SE,FT,Data Engineer,US,US,M,133287.0
2022,48000,0,EN,FT,Data Analyst,US,US,M,48188.1
2023,167500,0,SE,FT,Data Engineer,US,US,M,167502.6
2022,220000,0,SE,FT,Data Engineer,US,US,M,220000.0
2023,143000,0,MI,FT,Data Analyst,US,US,M,143054.6
2022,190000,0,SE,FT,Data Scientist,US,US,M,190000.0
2022,130000,100,SE,FT,Data Analyst,US,US,M,130000.0
2022,123000,0,SE,FT,Data Operations Analyst,US,US,M,123007.0
2023,198200,100,SE,FT,Data Science Manager,US,US,M,198236.3
2022,57000,100,EN,FT,BI Data Analyst,US,US,L,57037.01
2022,153600,0,SE,FT,Data Engineer,US,US,M,153600.0
2023,119000,0,SE,FT,Data Engineer,US,US,M,118949.0
2022,80000,100,MI,FT,Data Engineer,GB,GB,M,98468.5
2023,109400,0,SE,FT,Machine Learning Engineer,US,US,M,109392.0
2022,149850,0,SE,FT,Research Engineer,US,US,M,149873.0
2022,105000,100,SE,FT,Data Engineer,US,US,M,105000.0
2023,155000,0,MI,FT,Data Analytics Manager,US,US,M,155000.0
2022,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2023,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2023,110000,100,SE,FT,Data Scientist,US,US,M,110000.0
2023,122700,0,SE,FT,Machine Learning Engineer,US,US,M,122699.0
2023,100000,0,SE,FT,Data Science Engineer,US,US,M,100000.0
2023,180180,0,SE,FT,Data Analyst,US,US,M,180178.2
2022,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2021,112000,100,MI,FT,Data Engineer,US,US,L,112037.75
2022,119000,0,SE,FT,Data Analyst,US,US,M,119012.0
2023,130000,0,MI,FT,Data Specialist,US,US,M,130000.0
2022,130000,0,SE,FT,Data Analyst,US,US,M,130000.0
2023,80000,0,SE,FT,Data Quality Analyst,US,US,M,80000.0
2022,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2022,115934,0,SE,FT,Data Analyst,US,US,M,115936.64
2023,275300,100,SE,FT,Analytics Engineer,US,US,M,275270.0
2021,400000,50,EN,FT,Power BI Developer,IN,IN,L,5600.19
2023,90700,0,SE,FT,Data Scientist,US,US,M,90713.0
2022,60000,0,MI,FT,Data Engineer,GB,GB,M,73851.02
2022,61000,0,MI,FT,Data Scientist,DE,DE,M,64133.86
2022,150000,100,MI,FT,Data Engineer,US,US,M,150000.0
2023,140000,0,SE,FT,Data Engineer,US,US,M,140000.0
2022,150000,100,MI,FT,Data Scientist,PL,PL,L,74036.44
2023,217000,100,SE,FT,Data Engineer,US,US,M,216672.0
2023,141600,100,SE,FT,Data Engineer,US,US,M,141524.5
2022,160000,0,MI,FT,Data Analyst,US,US,M,160000.0
2022,131300,100,SE,FT,Data Architect,US,US,L,131292.0
2021,65000,0,EN,FT,Data Science Consultant,DE,DE,L,75401.03
2022,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2022,239000,100,EX,FT,Data Engineer,US,US,M,239000.0
2021,180000,50,SE,FT,Data Scientist,TR,TR,L,90495.76
2020,14000,100,EN,PT,ML Engineer,DE,DE,S,15019.56
2022,149850,0,SE,FT,Data Scientist,US,US,M,149873.0
2022,144000,0,SE,FT,Data Scientist,US,US,L,143998.6
2022,105000,0,MI,FT,Data Engineer,US,US,M,105000.0
2023,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2023,135000,50,MI,FT,Machine Learning Engineer,US,US,L,135000.0
2022,185000,100,SE,FT,ML Engineer,US,US,M,185000.0
2022,35000,0,SE,FT,Data Engineer,PT,PT,M,36977.72
2023,90000,100,SE,FT,Data Scientist,US,US,M,90000.0
2021,256000,100,SE,FT,ML Engineer,US,US,S,256191.5
2023,36000,0,SE,FT,Data Scientist,ES,ES,M,38631.0
2023,90000,0,SE,FT,Machine Learning Software Engineer,US,US,M,90000.0
2022,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2023,130000,0,SE,FT,Machine Learning Engineer,US,US,M,130000.0
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2022,207000,100,SE,FT,Data Scientist,US,US,M,206956.99
2023,170000,100,SE,FT,Data Scientist,US,US,M,170000.0
2022,130000,0,MI,FT,Machine Learning Engineer,US,US,M,130000.0
2021,150000,100,MI,FT,Data Scientist,US,US,M,150000.0
2023,289076,0,SE,FT,ML Engineer,US,US,M,289459.92
2022,207000,100,SE,FT,Data Scientist,US,US,M,206956.99
2023,85000,100,SE,FT,Data Engineer,US,US,M,85005.0
2023,60000,100,EN,FT,Data Analyst,US,US,L,60425.51
2022,166000,100,SE,FT,Data Engineer,US,US,M,165943.5
2023,240500,0,SE,FT,Data Analyst,US,US,M,240464.96
2022,177000,100,SE,FT,Applied Data Scientist,US,US,L,177046.5
2022,215000,100,SE,FT,Data Engineer,US,US,M,215068.0
2022,150000,0,SE,FT,Research Engineer,US,US,M,150000.0
2023,85000,0,SE,FT,Data Analytics Specialist,US,US,M,85005.0
2022,65000,100,MI,FT,Data Analyst,US,US,M,65032.93
2020,105000,100,MI,FT,Data Scientist,US,US,L,104998.9
2023,138750,100,SE,FT,Data Science Manager,US,US,M,138753.18
2022,180000,100,SE,FT,Data Engineer,US,US,M,180000.0
2022,144000,100,SE,FT,Data Scientist,US,US,M,144000.0
2022,134000,0,SE,FT,Data Engineer,US,US,M,133978.56
2022,170000,100,MI,FT,Data Engineer,US,US,M,170000.0
2023,205920,0,SE,FT,Machine Learning Infrastructure Engineer,US,US,M,205951.39
2022,175000,0,SE,FT,Data Engineer,US,US,M,175000.0
2022,170000,0,SE,FT,Data Engineer,US,US,M,170000.0
2023,145000,0,MI,FT,Data Engineer,US,US,M,145000.0
2023,162500,0,SE,FT,Data Scientist,US,US,M,162500.0
2021,120000,0,SE,FT,Data Analytics Manager,US,US,L,119522.26
2021,120000,0,EX,FT,Director of Data Science,DE,DE,L,130081.57
2020,125000,50,SE,FT,Lead Data Engineer,NZ,NZ,S,125501.36
2022,70000,0,SE,FT,Data Analyst,US,US,M,70000.0
2022,25000,50,MI,FT,Data Scientist,TR,TR,M,24979.54
2023,170000,100,SE,FT,Data Architect,US,US,M,170000.0
2021,50000,100,SE,FT,Research Scientist,FR,US,S,52169.43
2023,100000,100,MI,FT,Data Engineer,US,US,M,100000.0
2023,139000,100,SE,FT,Data Engineer,US,US,M,138938.38
2022,140000,100,SE,FT,Data Analyst,US,US,M,140000.0
2023,80000,50,EN,FT,AI Developer,SE,SE,M,80522.24
2023,170000,50,SE,FT,Director of Data Science,CA,CA,M,138540.66
2022,110000,0,MI,FT,Data Scientist,US,US,M,110000.0
2021,1799997,100,SE,FT,Machine Learning Engineer,IN,IN,L,23537.56
2022,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2022,30000,100,EN,FT,Machine Learning Engineer,GB,GB,L,32005.5
2023,205000,0,SE,FT,Applied Scientist,US,US,M,205003.0
2022,155000,0,SE,FT,Data Scientist,US,US,M,155000.0
2023,185000,0,SE,FT,Data Scientist,GB,GB,M,185000.0
2022,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2020,61500,50,MI,FT,Data Engineer,FR,FR,L,68966.55
2022,200000,100,SE,FT,Data Engineer,US,US,M,200000.0
2023,160000,0,SE,FT,Data Engineer,US,US,M,160000.0
2022,35000,0,SE,FT,Data Engineer,ES,ES,M,36815.04
2023,65000,0,EN,FT,Data Engineer,US,US,M,65000.0
2022,100000,100,MI,FT,Data Operations Engineer,US,US,M,100000.0
2022,70000,50,MI,FT,Data Scientist,NL,NL,L,73464.04
2022,179305,100,SE,FT,Data Engineer,US,US,M,179319.8
2023,180000,0,SE,FT,Data Scientist,US,US,M,180000.0
2023,120000,0,SE,FT,Data Architect,US,US,M,120000.0
2021,270000,100,MI,CT,ML Engineer,US,US,L,270461.01
2022,150000,100,SE,FT,Data Scientist,US,US,M,150000.0
2022,193900,0,SE,FT,Machine Learning Scientist,US,US,M,193920.0
2022,85000,50,MI,FT,Data Scientist Lead,AT,AT,L,87874.05
2022,135000,100,SE,FT,Data Engineer,US,US,M,135000.0
2023,115000,0,SE,FT,Data Engineer,US,US,M,115000.0
2023,250500,0,SE,FT,Data Architect,US,US,M,250295.0
2023,150900,0,EX,FT,Data Engineer,US,US,M,150230.54
2021,200000,100,SE,FT,Principal Data Engineer,US,US,M,200000.0
2022,50000,100,MI,FT,Data Scientist,FR,FR,M,52722.4
2022,100000,50,MI,FT,BI Data Analyst,FR,FR,M,103266.3
2023,60000,0,MI,FT,Machine Learning Research Engineer,GB,GB,L,73972.5
2022,210000,100,SE,FT,Data Scientist,US,US,M,210000.0
2023,152900,100,SE,FT,Analytics Engineer,US,US,M,152936.46
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2022,230000,0,MI,FT,Machine Learning Engineer,US,US,M,230000.0
2023,136000,0,SE,FT,Applied Scientist,US,US,L,136000.0
2023,65000,100,MI,FT,Data Analyst,GB,GB,M,78946.59
2022,185000,100,SE,FT,Data Scientist,US,US,M,185000.0
2022,190000,100,SE,FT,Principal Machine Learning Engineer,US,US,L,190000.0
2023,70000,0,EN,FT,Data Analyst,US,US,M,70000.0
2022,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2022,146000,0,SE,FT,Data Scientist,US,US,M,145996.0
2023,72000,0,SE,FT,Machine Learning Engineer,LV,LV,M,76914.96
2023,70000,100,EN,FT,Data Scientist,CA,CA,L,60843.87
2023,81666,100,SE,FT,Data Analyst,US,US,M,81666.0
2022,137000,50,MI,FT,Machine Learning Researcher,CA,CA,L,118911.73
2022,70000,100,MI,FT,Data Engineer,GB,GB,M,86590.72
2023,105500,0,SE,FT,Data Analyst,US,US,M,105497.8
2022,205000,100,SE,FT,Data Engineer,US,US,M,205000.0
2023,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2023,208049,0,SE,FT,Data Analyst,US,US,M,208166.33
2023,250000,0,SE,FT,Data Scientist,US,US,M,249995.0
2023,70000,0,EN,FT,AI Programmer,IN,AU,L,70051.98
2021,80000,100,MI,FT,Data Analyst,US,US,L,80000.0
2022,189650,0,SE,FT,Machine Learning Engineer,US,US,M,189644.0
2023,5000000,50,MI,FT,Head of Data Science,IN,IN,L,59897.06
2022,79000,0,MI,FT,Data Analyst,US,US,M,78611.78
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2022,85000,0,MI,FT,Data Scientist,NL,NL,M,87466.48
2023,183500,100,SE,FT,Data Scientist,US,US,M,183504.1
2022,154000,100,SE,FT,Data Engineer,US,US,M,154000.0
2023,239000,100,EX,FT,Data Engineer,US,US,M,239000.0
2023,200000,100,SE,FT,Data Architect,US,US,M,200000.0
2023,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2022,200000,100,SE,FT,Machine Learning Manager,US,US,M,200000.0
2023,130000,100,SE,FT,Data Engineer,US,US,M,130000.0
2022,120000,0,SE,FT,Machine Learning Engineer,US,US,M,120774.84
2022,65000,0,MI,FT,Data Analyst,US,US,M,65032.93
2023,135000,0,SE,FT,Machine Learning Engineer,US,US,M,135000.0
2023,143860,0,SE,FT,Analytics Engineer,US,US,M,143901.25
2023,115500,0,EX,FT,Data Engineer,US,US,M,115479.12
2022,164000,100,SE,FT,Machine Learning Engineer,US,US,M,163600.26
2023,175000,100,SE,FT,Data Scientist,CA,CA,M,174013.72
2023,280100,100,SE,FT,Data Architect,US,US,M,280261.3
2023,115440,0,SE,FT,Data Scientist,US,US,M,115441.4
2023,223250,0,SE,FT,Data Engineer,US,US,M,223316.9
2023,222200,0,SE,FT,Applied Scientist,US,US,L,222204.4
2023,115000,100,SE,FT,Data Architect,US,US,M,115000.0
2023,153600,0,SE,FT,Data Engineer,US,US,M,153600.0
2022,98200,100,MI,FT,ML Engineer,US,US,L,98082.6
2023,100000,0,SE,FT,Data Engineer,US,US,M,100000.0
2023,163800,0,SE,FT,Data Engineer,US,US,M,163797.0
2022,200000,100,SE,FT,Data Scientist,US,US,M,200000.0
2023,85000,0,EN,FT,Data Engineer,US,US,M,85000.0
2022,250000,100,SE,FT,ETL Developer,US,US,M,250000.0
2023,120000,100,SE,FT,Data Analyst,US,US,M,120000.0
2022,22800,100,MI,FT,Machine Learning Scientist,EG,EG,M,23254.65
2020,19000,50,EN,PT,Data Scientist,IT,IT,S,20479.36
2022,38000,100,SE,FT,Data Scientist,US,US,M,38157.75
2022,145000,100,SE,FT,Data Engineer,US,US,M,145000.0
2023,105700,0,SE,FT,Data Engineer,US,US,L,105691.0
2023,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2022,144000,50,SE,FT,Research Scientist,US,US,L,144000.0
2021,50000,100,EN,FT,Business Data Analyst,LU,LU,L,53343.91
2022,83376,100,SE,FT,Analytics Engineer,GB,GB,M,102814.05
2022,155000,100,SE,FT,Data Engineer,US,US,M,154992.0
2022,50000,50,EN,FT,Data Analyst,US,US,L,50036.54
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,144854,100,SE,FT,Data Architect,US,US,M,144877.36
2022,153000,100,MI,FT,Data Engineer,US,US,M,152995.88
2023,110000,0,SE,FT,Data Scientist,CA,CA,M,108942.63
2023,236000,100,EX,FT,Data Engineer,US,US,M,236006.0
2023,95000,100,MI,FT,Data Engineer,US,US,M,95000.0
2022,220110,0,SE,FT,Data Engineer,US,US,M,220091.3
2022,100000,100,MI,FT,ML Engineer,US,US,M,100000.0
2022,90000,100,SE,CT,Data Analyst,US,US,M,90000.0
2023,159832,0,SE,FT,Data Scientist,US,US,M,159824.72
2021,62000,0,MI,FT,Data Analyst,US,US,L,63557.79
2023,110000,0,SE,FT,BI Analyst,US,US,M,110000.0
2023,220000,50,EN,FT,Research Scientist,US,US,L,220022.0
2022,100000,0,SE,FT,Data Engineer,US,US,M,100000.0
2022,182160,0,EX,FT,Data Science Manager,US,US,M,182108.0
2023,90000,0,MI,FT,Data Engineer,US,US,M,90000.0
2022,50000,50,EN,FT,Applied Data Scientist,AT,AT,M,50284.32
2023,152000,0,SE,FT,Data Scientist,US,US,M,151996.0
2023,201450,100,SE,FT,Data Engineer,US,US,M,201453.52
2022,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2022,134760,100,SE,FT,Data Engineer,US,US,M,134839.2
2022,120000,0,MI,FT,Data Scientist,US,US,M,120000.0
2023,106500,0,SE,FT,Data Engineer,US,US,M,106484.2
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,75000,0,SE,FT,Data Analyst,GB,GB,M,92784.54
2023,105000,0,MI,FT,Data Analyst,US,US,M,105000.0
2022,221300,100,SE,FT,Data Specialist,US,US,L,221254.4
2022,255000,100,SE,FT,Machine Learning Engineer,MX,MX,M,255384.0
2021,250000,50,SE,FT,Cloud Data Architect,US,US,L,250000.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,99000,0,SE,FT,Data Engineer,US,US,M,99004.6
2023,134000,100,MI,FT,MLOps Engineer,US,US,M,133999.0
2023,196000,100,SE,FT,Applied Scientist,US,US,M,195970.0
2022,214000,100,SE,FT,Machine Learning Engineer,US,US,M,214053.8
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2022,123000,100,SE,FT,Data Scientist,US,US,M,122999.0
2023,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2022,50000,100,EN,FT,Data Engineer,GB,GB,M,61631.04
2023,85000,0,MI,FT,Data Engineer,GB,GB,M,104015.14
2023,297300,100,SE,FT,Data Scientist,US,US,M,297302.0
2023,153600,0,SE,FT,Data Engineer,US,US,M,153600.0
2023,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2023,82920,100,MI,FT,Data Scientist,US,US,M,82920.0
2023,163800,0,SE,FT,Data Engineer,US,US,M,163797.0
2022,84000,100,SE,FT,ML Engineer,US,US,M,83972.1
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2023,250000,0,SE,FT,Data Engineer,US,US,M,250000.0
2022,124000,0,MI,FT,Data Analyst,US,US,M,123975.0
2023,200000,0,SE,FT,Machine Learning Engineer,US,US,M,200000.0
2023,198200,100,SE,FT,Data Scientist,US,US,M,198200.0
2023,143865,0,MI,FT,Data Engineer,US,US,M,143913.15
2023,1500000,50,MI,FT,Lead Data Analyst,IN,IN,L,17964.47
2023,189110,0,SE,FT,Research Engineer,US,US,M,188948.5
2023,153600,0,SE,FT,Data Analyst,US,US,M,153600.0
2023,198800,0,SE,FT,Data Manager,US,US,M,198840.0
2022,116000,0,SE,FT,Data Analyst,US,US,M,115993.4
2023,170000,100,SE,FT,Data Scientist,US,US,M,170000.0
2022,90320,100,SE,FT,Data Analyst,US,US,M,90313.6
2023,102500,100,SE,FT,Data Scientist,US,US,M,102499.7
2022,65000,100,SE,FT,Data Analyst,US,US,M,65099.86
2023,192500,100,SE,FT,Data Analyst,US,US,M,192490.92
2023,125000,100,SE,FT,Data Analyst,US,US,M,125000.0
2023,222000,100,SE,FT,Data Engineer,US,US,M,222021.1
2023,262000,100,SE,FT,Data Scientist,US,US,M,261300.0
2023,247300,0,SE,FT,Data Engineer,US,US,M,247381.0
2022,100000,100,MI,FT,Data Scientist,US,US,M,100000.0
2023,192000,0,SE,FT,Data Engineer,US,US,M,191996.59
2022,138750,100,SE,FT,Data Engineer,US,US,M,138750.0
2022,131000,0,SE,FT,Data Analyst,US,US,M,130998.0
2023,78000,100,EN,PT,Data Analyst,PL,IN,L,39956.9
2022,152000,0,SE,FT,Data Scientist,US,US,M,151998.0
2022,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2022,4460000,0,SE,FT,Lead Data Scientist,IN,IN,L,56297.87
2023,113000,0,SE,FT,Data Architect,US,US,M,113000.0
2023,190000,100,MI,FT,Data Infrastructure Engineer,US,US,M,189997.5
2022,115934,100,SE,FT,Data Analyst,US,US,M,115934.0
2021,15000,100,EN,FT,Machine Learning Developer,TH,TH,L,15035.28
2022,50000,50,MI,PT,Data Engineer,DE,DE,L,51853.84
2023,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2022,80000,0,EN,FT,Data Scientist,US,US,M,80000.0
2022,190000,100,SE,FT,Data Architect,US,US,M,190000.0
2023,165000,100,SE,FT,Data Engineer,US,US,M,165000.0
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2022,106260,0,MI,FT,Data Analyst,US,US,M,106220.4
2023,125000,0,EN,FT,Data Engineer,US,US,M,125000.0
2023,52500,0,MI,FT,Data Analyst,US,US,M,52445.58
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2022,189500,100,SE,FT,Data Science Manager,US,US,L,189600.0
2023,166000,100,SE,FT,Data Engineer,US,US,M,165935.5
2022,88000,100,MI,FT,Data Scientist,CA,CA,M,74107.88
2023,112000,0,MI,FT,Data Analyst,US,US,M,112000.75
2023,163196,0,EN,FT,Machine Learning Engineer,US,US,M,163394.19
2023,110000,100,SE,FT,Data Analyst,US,US,M,110000.0
2022,198000,100,MI,FT,NLP Engineer,PL,PL,S,86084.53
2023,170000,0,SE,FT,Data Scientist,US,US,M,170000.0
2023,250000,0,SE,FT,Research Scientist,US,US,M,250000.0
2023,84570,0,MI,FT,Research Scientist,GB,GB,M,103345.34
2023,190000,0,SE,FT,Data Scientist,US,US,M,190000.0
2022,249500,0,SE,FT,Research Scientist,US,US,M,249481.6
2022,124234,0,EN,FT,Data Scientist,US,US,M,124210.86
2022,40000,100,MI,FT,Data Analyst,ES,ES,M,41934.41
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2022,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2022,40000,100,EN,FT,Data Engineer,GB,GB,M,48890.47
2023,110680,0,EN,FT,Applied Scientist,US,US,L,110772.43
2022,154600,0,SE,FT,Data Engineer,US,US,L,154593.3
2023,247500,0,SE,FT,Machine Learning Engineer,US,US,M,247512.0
2023,220000,0,SE,FT,Data Engineer,US,US,M,220000.0
2022,154600,100,SE,FT,Data Engineer,US,US,M,154591.6
2022,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2023,115000,0,SE,FT,Data Engineer,US,US,M,115000.0
2022,175000,0,SE,FT,Data Science Manager,US,US,M,175000.0
2022,186000,100,SE,FT,Machine Learning Infrastructure Engineer,US,US,M,186001.0
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2023,75000,0,EN,FT,Data Analyst,US,US,M,75000.0
2023,135000,0,SE,FT,BI Analyst,US,US,M,135000.0
2022,80000,100,MI,FT,Data Analyst,US,US,L,80000.0
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,112700,0,SE,FT,Data Engineer,GB,GB,M,131819.55
2023,145000,0,EX,FT,Data Scientist,US,US,M,145000.0
2023,104891,0,EX,FT,Head of Data Science,GB,GB,M,127092.77
2022,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2023,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2023,80000,0,SE,FT,Data Analyst,US,US,M,80000.0
2023,226700,0,SE,FT,Data Engineer,US,US,M,226608.0
2022,81500,0,SE,FT,Data Scientist,US,US,M,81570.22
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2022,157000,100,EX,FT,Analytics Engineer,US,US,M,156479.8
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,140250,0,EN,FT,Machine Learning Engineer,US,US,M,140258.0
2023,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2022,150000,0,MI,FT,Data Engineer,US,US,M,150000.0
2021,93150,0,MI,FT,Data Engineer,US,US,M,92897.6
2022,250000,0,SE,FT,Research Engineer,US,US,M,250000.0
2023,153600,0,SE,FT,Data Analyst,US,US,M,153600.0
2022,130000,100,MI,FT,Data Scientist,US,US,M,130000.0
2023,265000,0,EX,FT,Data Engineer,US,US,M,264940.0
2022,200000,100,EX,FT,Analytics Engineer,US,US,M,200000.0
2021,160000,100,SE,FT,Cloud Data Engineer,BR,US,S,159500.59
2022,53000,50,MI,FT,Machine Learning Infrastructure Engineer,PT,PT,L,55760.73
2022,80000,0,SE,FT,Data Analyst,US,US,M,80000.0
2022,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2022,130000,100,SE,FT,BI Developer,US,US,L,130000.0
2023,125000,0,MI,FT,Data Engineer,US,US,M,125000.0
2023,237000,0,SE,FT,Data Scientist,US,US,M,236990.0
2022,120000,0,SE,FT,Data Scientist,US,US,L,119993.0
2022,140000,100,SE,FT,BI Developer,US,US,M,140000.0
2023,110000,0,EX,FT,Data Engineer,US,US,M,110000.0
2023,247500,0,SE,FT,Machine Learning Engineer,US,US,M,247512.0
2022,40000,0,SE,FT,Data Engineer,ES,ES,M,41599.5
2023,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2023,130000,0,MI,FT,Data Engineer,US,US,M,130000.0
2023,70000,0,SE,FT,Data Analyst,US,US,M,70000.0
2022,90000,100,MI,FT,Data Engineer,US,US,M,90000.0
2023,36000,0,SE,FT,Machine Learning Engineer,LV,LV,M,38354.87
2022,100000,0,SE,FT,Data Analyst,US,US,M,100000.0
2022,42000,0,MI,FT,Data Science Consultant,GB,GB,M,52368.07
2022,99360,100,SE,FT,Data Scientist,US,US,M,99330.6
2022,80000,100,MI,FT,Data Engineer,GR,GR,M,83120.81
2022,1400000,100,MI,FT,Business Data Analyst,IN,IN,M,17732.79
2023,92700,100,EN,FT,Data Engineer,US,US,M,92724.5
2023,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2023,147000,0,MI,FT,ML Engineer,US,US,M,147009.0
2022,63000,0,SE,FT,ETL Developer,US,US,M,63000.0
2022,150000,100,MI,FT,Data Engineer,US,US,M,150000.0
2022,120000,0,MI,FT,Data Scientist,US,US,M,120000.0
